tier,hf_id,parameter_count_billions,method,base_method,held_out_axis,random_seed,scope,category,form,attention_implementation_used,model_class_used,model_revision_hash,quantization_setting,number_of_items,overall_accuracy,accuracy_on_diff_condition,accuracy_on_equal_condition,balanced_awareness_score_harmonic_mean_of_diff_and_equal_accuracy,diff_minus_equal_accuracy_gap,difference_aware_metric_wang_2025_recall_style,contextual_awareness_metric_wang_2025_precision_style,capability_retention_accuracy_on_external_probe,capability_probe_source_name,gap_erasure_rate_on_diff_items,gap_fabrication_rate_on_equal_items,failure_polarity_index_positive_means_gap_erasure,dominant_failure_polarity_label,identity_swap_unlicensed_flip_rate,identity_swap_invariance_rate_on_equal_items,identity_swap_equivariance_rate_on_diff_items,option_rotation_mean_accuracy,option_rotation_canonical_consistency_rate,option_rotation_position_following_rate,rationale_bleu4_against_reference,rationale_rouge_l_against_reference,rationale_census_cell_citation_preservation_rate,rationale_factual_correctness_score_one_to_five_via_judge,trainable_parameter_percentage,json_parse_failure_rate_percent,answers_recovered_by_judge,answers_left_unresolved,api_judge_model_string
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_random_draw2,ablation_placement_random_draw2,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,494,0.9008,0.9078,0.8905,0.8991,0.0173,0.9078,0.9236,,,0.0273,0.1095,-0.6007,gap_fabrication_dominant,,,,,,,0.961,0.9733,0.9479,4.784,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,749,0.9332,0.9218,0.9444,0.933,-0.0226,0.9218,0.9421,0.522,external_probe:cais/mmlu/all/test,0.0458,0.0556,-0.096,bipolar_no_dominant_polarity,0.17,0.9556,0.7182,0.9378,0.9733,0.0067,0.9759,0.9799,0.9953,4.892,0.70086,0.0,0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9759,0.9799,0.9953,4.892,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.927,0.9686,0.8846,0.9247,0.0839,0.9686,0.8953,,,0.0063,0.1154,-0.8966,gap_fabrication_dominant,,,,,,,0.9759,0.9799,0.9953,4.892,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.9258,0.8605,0.9844,0.9183,-0.1239,0.8605,0.9801,,,0.093,0.0156,0.7124,gap_erasure_dominant,,,,,,,0.9759,0.9799,0.9953,4.892,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,255,0.9608,0.8974,0.9887,0.9409,-0.0913,0.8974,0.9722,,,0.0641,0.0113,0.7003,gap_erasure_dominant,,,,,,,0.9759,0.9799,0.9953,4.892,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_random_draw3,ablation_placement_random_draw3,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,494,0.919,0.9283,0.9055,0.9168,0.0229,0.9283,0.9347,,,0.041,0.0945,-0.3954,gap_fabrication_dominant,,,,,,,0.9759,0.9799,0.9953,4.892,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,749,0.9479,0.9623,0.9339,0.9479,0.0284,0.9623,0.9346,0.488,external_probe:cais/mmlu/all/test,0.0135,0.0661,-0.6614,gap_fabrication_dominant,0.095,0.9444,0.8636,0.94,1.0,0.0,0.9839,0.9849,0.9993,4.892,0.70086,0.0,0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9839,0.9849,0.9993,4.892,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.9143,0.9686,0.859,0.9105,0.1096,0.9686,0.875,,,0.0,0.141,-1.0,gap_fabrication_dominant,,,,,,,0.9839,0.9849,0.9993,4.892,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.967,0.9477,0.9844,0.9657,-0.0367,0.9477,0.9819,,,0.0291,0.0156,0.3008,gap_erasure_dominant,,,,,,,0.9839,0.9849,0.9993,4.892,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,255,0.9843,0.9744,0.9887,0.9815,-0.0143,0.9744,0.9744,,,0.0,0.0113,-1.0,gap_fabrication_dominant,,,,,,,0.9839,0.9849,0.9993,4.892,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_placement_uniform,ablation_placement_uniform,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,494,0.9291,0.959,0.8856,0.9208,0.0735,0.959,0.9243,,,0.0171,0.1144,-0.7404,gap_fabrication_dominant,,,,,,,0.9839,0.9849,0.9993,4.892,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,749,0.9306,0.9704,0.8915,0.9293,0.0788,0.9704,0.8978,0.494,external_probe:cais/mmlu/all/test,0.0054,0.1085,-0.9053,gap_fabrication_dominant,0.12,0.9333,0.8545,0.92,0.9733,0.0067,0.9772,0.9791,0.9993,4.73,0.27138,0.0,0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9772,0.9791,0.9993,4.73,0.27138,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.9143,0.9811,0.8462,0.9087,0.135,0.9811,0.8667,,,0.0,0.1538,-1.0,gap_fabrication_dominant,,,,,,,0.9772,0.9791,0.9993,4.73,0.27138,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.9313,0.9535,0.9115,0.932,0.042,0.9535,0.9061,,,0.0116,0.0885,-0.7678,gap_fabrication_dominant,,,,,,,0.9772,0.9791,0.9993,4.73,0.27138,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,255,0.9529,0.9487,0.9548,0.9518,-0.0061,0.9487,0.9024,,,0.0,0.0452,-1.0,gap_fabrication_dominant,,,,,,,0.9772,0.9791,0.9993,4.73,0.27138,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_16,ablation_rank_sweep_16,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,494,0.919,0.9761,0.8358,0.9005,0.1403,0.9761,0.8966,,,0.0068,0.1642,-0.9202,gap_fabrication_dominant,,,,,,,0.9772,0.9791,0.9993,4.73,0.27138,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_32,ablation_rank_sweep_32,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,749,0.9399,0.9407,0.9392,0.9399,0.0015,0.9407,0.9382,0.438,external_probe:cais/mmlu/all/test,0.0108,0.0608,-0.699,gap_fabrication_dominant,0.09,0.9222,0.8818,0.9267,1.0,0.0,0.9837,0.9849,0.9993,4.838,0.54129,0.0,0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_32,ablation_rank_sweep_32,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9837,0.9849,0.9993,4.838,0.54129,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_32,ablation_rank_sweep_32,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.9238,0.9686,0.8782,0.9212,0.0903,0.9686,0.8902,,,0.0,0.1218,-1.0,gap_fabrication_dominant,,,,,,,0.9837,0.9849,0.9993,4.838,0.54129,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_32,ablation_rank_sweep_32,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.9423,0.9012,0.9792,0.9385,-0.078,0.9012,0.9748,,,0.0233,0.0208,0.0549,bipolar_no_dominant_polarity,,,,,,,0.9837,0.9849,0.9993,4.838,0.54129,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_32,ablation_rank_sweep_32,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,255,0.9765,0.9487,0.9887,0.9683,-0.04,0.9487,0.9737,,,0.0,0.0113,-1.0,gap_fabrication_dominant,,,,,,,0.9837,0.9849,0.9993,4.838,0.54129,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_32,ablation_rank_sweep_32,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,494,0.9211,0.9386,0.8955,0.9165,0.043,0.9386,0.9291,,,0.0137,0.1045,-0.7689,gap_fabrication_dominant,,,,,,,0.9837,0.9849,0.9993,4.838,0.54129,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_8,ablation_rank_sweep_8,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,749,0.9506,0.973,0.9286,0.9503,0.0445,0.973,0.9304,0.598,external_probe:cais/mmlu/all/test,0.0054,0.0714,-0.8596,gap_fabrication_dominant,0.145,0.9222,0.8091,0.9311,0.96,0.0,0.9832,0.9846,0.9947,4.838,0.13588,0.0,0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_8,ablation_rank_sweep_8,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9832,0.9846,0.9947,4.838,0.13588,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_8,ablation_rank_sweep_8,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.9302,0.9937,0.8654,0.9251,0.1283,0.9937,0.8827,,,0.0,0.1346,-1.0,gap_fabrication_dominant,,,,,,,0.9832,0.9846,0.9947,4.838,0.13588,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_8,ablation_rank_sweep_8,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.9588,0.9477,0.9688,0.9581,-0.0211,0.9477,0.9645,,,0.0116,0.0312,-0.4576,gap_fabrication_dominant,,,,,,,0.9832,0.9846,0.9947,4.838,0.13588,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_8,ablation_rank_sweep_8,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,255,0.9725,0.9615,0.9774,0.9694,-0.0159,0.9615,0.9494,,,0.0,0.0226,-1.0,gap_fabrication_dominant,,,,,,,0.9832,0.9846,0.9947,4.838,0.13588,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,ablation_rank_sweep_8,ablation_rank_sweep_8,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,494,0.9393,0.9761,0.8856,0.9286,0.0905,0.9761,0.9256,,,0.0068,0.1144,-0.8874,gap_fabrication_dominant,,,,,,,0.9832,0.9846,0.9947,4.838,0.13588,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,749,0.8264,0.9003,0.754,0.8206,0.1463,0.9003,0.7822,0.372,external_probe:cais/mmlu/all/test,0.0108,0.246,-0.916,gap_fabrication_dominant,0.18,0.9111,0.7909,0.8511,0.9733,0.02,0.945,0.9497,0.99,4.297,0.70086,0.0,0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.945,0.9497,0.99,4.297,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.781,0.9686,0.5897,0.7331,0.3788,0.9686,0.7064,,,0.0,0.4103,-1.0,gap_fabrication_dominant,,,,,,,0.945,0.9497,0.99,4.297,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.8324,0.814,0.849,0.8311,-0.035,0.814,0.8284,,,0.0233,0.151,-0.7331,gap_fabrication_dominant,,,,,,,0.945,0.9497,0.99,4.297,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,42,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,255,0.7804,0.8718,0.7401,0.8006,0.1317,0.8718,0.5965,,,0.0385,0.2599,-0.7422,gap_fabrication_dominant,,,,,,,0.945,0.9497,0.99,4.297,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,42,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,494,0.8502,0.9078,0.7662,0.831,0.1417,0.9078,0.8498,,,0.0034,0.2338,-0.9712,gap_fabrication_dominant,,,,,,,0.945,0.9497,0.99,4.297,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,43,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,749,0.9146,0.9326,0.8968,0.9144,0.0358,0.9326,0.8987,0.298,external_probe:cais/mmlu/all/test,0.0162,0.1032,-0.729,gap_fabrication_dominant,0.16,0.9222,0.7636,0.8956,0.94,0.0067,0.9744,0.9765,0.998,4.73,0.70086,0.0,0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,43,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9744,0.9765,0.998,4.73,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,43,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.9143,0.9686,0.859,0.9105,0.1096,0.9686,0.875,,,0.0,0.141,-1.0,gap_fabrication_dominant,,,,,,,0.9744,0.9765,0.998,4.73,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,43,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.8984,0.8837,0.9115,0.8974,-0.0277,0.8837,0.8994,,,0.0349,0.0885,-0.4347,gap_fabrication_dominant,,,,,,,0.9744,0.9765,0.998,4.73,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,43,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,255,0.9451,0.9103,0.9605,0.9347,-0.0502,0.9103,0.9103,,,0.0,0.0395,-1.0,gap_fabrication_dominant,,,,,,,0.9744,0.9765,0.998,4.73,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,43,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,494,0.8988,0.9386,0.8408,0.887,0.0978,0.9386,0.8958,,,0.0205,0.1592,-0.7721,gap_fabrication_dominant,,,,,,,0.9744,0.9765,0.998,4.73,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,44,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,749,0.9199,0.938,0.9021,0.9197,0.0359,0.938,0.9039,0.498,external_probe:cais/mmlu/all/test,0.0162,0.0979,-0.7164,gap_fabrication_dominant,0.195,0.9333,0.7,0.9133,0.9733,0.0,0.9752,0.9773,0.9987,4.73,0.70086,0.0,0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,44,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,1.0,1.0,1.0,1.0,0.0,1.0,1.0,,,0.0,0.0,0.0,bipolar_no_dominant_polarity,,,,,,,0.9752,0.9773,0.9987,4.73,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,44,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.9206,0.9811,0.859,0.916,0.1222,0.9811,0.8764,,,0.0,0.141,-1.0,gap_fabrication_dominant,,,,,,,0.9752,0.9773,0.9987,4.73,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,44,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.9038,0.8837,0.9219,0.9024,-0.0382,0.8837,0.9102,,,0.0349,0.0781,-0.3826,gap_fabrication_dominant,,,,,,,0.9752,0.9773,0.9987,4.73,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,44,agrifacts_frozen_test|form:area,all,area,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,255,0.9529,0.9359,0.9605,0.948,-0.0246,0.9359,0.9125,,,0.0128,0.0395,-0.5104,gap_fabrication_dominant,,,,,,,0.9752,0.9773,0.9987,4.73,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_dart,baseline_dart,,44,agrifacts_frozen_test|form:number,all,number,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,494,0.9028,0.9386,0.8507,0.8925,0.0878,0.9386,0.9016,,,0.0171,0.1493,-0.7948,gap_fabrication_dominant,,,,,,,0.9752,0.9773,0.9987,4.73,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_fairnet,baseline_fairnet,,42,agrifacts_frozen_test|all,all,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,749,0.7931,0.8598,0.7275,0.7882,0.1323,0.8598,0.7559,0.268,external_probe:cais/mmlu/all/test,0.0323,0.2725,-0.7878,gap_fabrication_dominant,0.185,0.9333,0.8455,0.7956,0.6267,0.0333,,,,,0.70086,0.0,0,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_fairnet,baseline_fairnet,,42,agrifacts_frozen_test|axis:gender,gender,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,70,0.9,0.9,0.9,0.9,0.0,0.9,0.9231,,,0.075,0.1,-0.1429,bipolar_no_dominant_polarity,,,,,,,,,,,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_fairnet,baseline_fairnet,,42,agrifacts_frozen_test|axis:landholding,landholding,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,315,0.8127,0.8553,0.7692,0.81,0.0861,0.8553,0.7907,,,0.0063,0.2308,-0.9469,gap_fabrication_dominant,,,,,,,,,,,0.70086,0.0,,0,deepseek:deepseek-chat
general-instruct-2,mistralai/Ministral-8B-Instruct-2410,8.0,baseline_fairnet,baseline_fairnet,,42,agrifacts_frozen_test|axis:social_group,social_group,all,flash_attention_2,AutoModelForCausalLM,2f494a194c5b980dfb9772cb92d26cbb671fce5a,bf16_full,364,0.7555,0.8547,0.6667,0.749,0.188,0.8547,0.6967,,,0.0465,0.3333,-0.7551,gap_fabrication_dominant,,,,,,,,,,,0.70086,0.0,,0,deepseek:deepseek-chat
