method_name,base_model_name,random_seed,layer_index,module_type,matrix_name,bf16_aware_update_sparsity,principal_angle_rotation_left_subspace_degrees,principal_angle_rotation_right_subspace_degrees,normalized_spectral_shift,update_mask_overlap_with_principal_mask,update_mask_overlap_with_low_magnitude_mask,stable_rank_of_update,frobenius_norm_of_update,relative_frobenius_drift,hill_tail_exponent
graft_proposed_loao_landholding,broad-instruct,42,3,up_proj,base_model.model.model.layers.3.mlp.up_proj,0.083221,0.628085,0.589183,0.00048,0.489106,0.535577,1.782406,2.100933,0.023083,1.582067
graft_proposed_loao_landholding,broad-instruct,42,4,v_proj,base_model.model.model.layers.4.self_attn.v_proj,0.107795,0.331261,0.404152,0.000383,0.493946,0.539375,2.244402,0.715169,0.018249,1.887676
graft_proposed_loao_landholding,broad-instruct,42,4,gate_proj,base_model.model.model.layers.4.mlp.gate_proj,0.133537,0.415335,0.366875,0.000227,0.493568,0.546765,1.532423,2.495114,0.016166,2.023699
graft_proposed_loao_landholding,broad-instruct,42,4,down_proj,base_model.model.model.layers.4.mlp.down_proj,0.130731,0.530412,0.581693,0.000164,0.497463,0.545498,3.742653,1.418263,0.013946,2.136257
graft_proposed_loao_landholding,broad-instruct,42,5,k_proj,base_model.model.model.layers.5.self_attn.k_proj,0.087316,0.431369,0.534594,0.000481,0.493286,0.529862,3.284476,0.758633,0.020983,2.073296
graft_proposed_loao_landholding,broad-instruct,42,5,o_proj,base_model.model.model.layers.5.self_attn.o_proj,0.093451,0.491067,0.521752,0.000342,0.496736,0.532568,4.425146,1.408842,0.019772,1.745105
graft_proposed_loao_landholding,broad-instruct,42,6,q_proj,base_model.model.model.layers.6.self_attn.q_proj,0.087981,0.679727,0.662768,0.000385,0.495835,0.530834,3.756424,1.569574,0.021036,2.33107
graft_proposed_loao_landholding,broad-instruct,42,7,up_proj,base_model.model.model.layers.7.mlp.up_proj,0.086375,0.936963,0.862741,0.00033,0.498665,0.530325,3.02939,2.404195,0.021847,2.531289
graft_proposed_loao_landholding,broad-instruct,42,8,gate_proj,base_model.model.model.layers.8.mlp.gate_proj,0.091507,0.798774,0.713688,0.000286,0.497262,0.531796,4.462184,2.548799,0.020345,2.730389
graft_proposed_loao_landholding,broad-instruct,42,8,down_proj,base_model.model.model.layers.8.mlp.down_proj,0.121596,0.518113,0.582119,0.000198,0.497099,0.544192,3.647876,1.718425,0.015213,2.490065
graft_proposed_loao_landholding,broad-instruct,42,9,k_proj,base_model.model.model.layers.9.self_attn.k_proj,0.088771,0.420542,0.509275,0.000533,0.490431,0.531893,1.818141,0.793292,0.022263,1.851195
graft_proposed_loao_landholding,broad-instruct,42,9,v_proj,base_model.model.model.layers.9.self_attn.v_proj,0.108128,0.305432,0.380527,0.000404,0.492425,0.540568,1.719413,0.812045,0.019343,1.685761
graft_proposed_loao_landholding,broad-instruct,42,9,o_proj,base_model.model.model.layers.9.self_attn.o_proj,0.097363,0.484196,0.51928,0.000313,0.495503,0.534199,3.662698,1.398028,0.018962,2.044805
graft_proposed_loao_landholding,broad-instruct,42,10,q_proj,base_model.model.model.layers.10.self_attn.q_proj,0.074818,0.723973,0.693867,0.000477,0.495538,0.525889,4.023984,1.820413,0.02478,1.976286
graft_proposed_loao_landholding,broad-instruct,42,10,up_proj,base_model.model.model.layers.10.mlp.up_proj,0.072897,1.416378,1.338827,0.00043,0.499193,0.524333,3.345084,2.829563,0.025706,2.355669
graft_proposed_loao_landholding,broad-instruct,42,12,gate_proj,base_model.model.model.layers.12.mlp.gate_proj,0.070637,1.106675,0.991903,0.000483,0.497872,0.524405,2.384539,3.461857,0.027709,2.187844
graft_proposed_loao_landholding,broad-instruct,42,12,down_proj,base_model.model.model.layers.12.mlp.down_proj,0.101248,0.621758,0.702194,0.000278,0.497635,0.53669,3.087396,2.164774,0.019072,1.669755
graft_proposed_loao_landholding,broad-instruct,42,13,k_proj,base_model.model.model.layers.13.self_attn.k_proj,0.065274,0.548155,0.684408,0.000855,0.493228,0.522981,1.985064,1.062443,0.029227,1.690431
graft_proposed_loao_landholding,broad-instruct,42,13,v_proj,base_model.model.model.layers.13.self_attn.v_proj,0.082,0.504799,0.601215,0.000612,0.494649,0.530548,1.85125,1.046791,0.025679,1.35578
graft_proposed_loao_landholding,broad-instruct,42,13,o_proj,base_model.model.model.layers.13.self_attn.o_proj,0.07431,0.582645,0.623827,0.000495,0.496714,0.524905,2.269493,1.904449,0.026495,1.2844
graft_proposed_loao_landholding,broad-instruct,42,14,q_proj,base_model.model.model.layers.14.self_attn.q_proj,0.067625,0.830429,0.78321,0.000586,0.496493,0.522659,2.434302,2.093762,0.028404,1.83329
graft_proposed_loao_landholding,broad-instruct,42,14,up_proj,base_model.model.model.layers.14.mlp.up_proj,0.069179,1.251741,1.148495,0.000615,0.49922,0.52454,2.026987,3.326248,0.028768,2.180558
graft_proposed_loao_landholding,broad-instruct,42,15,down_proj,base_model.model.model.layers.15.mlp.down_proj,0.104049,0.585416,0.659617,0.00027,0.497042,0.537016,2.154598,2.11351,0.018887,1.65667
graft_proposed_loao_landholding,broad-instruct,42,16,k_proj,base_model.model.model.layers.16.self_attn.k_proj,0.07673,0.495874,0.607142,0.000788,0.492043,0.527917,2.735114,0.866549,0.024527,1.880175
graft_proposed_loao_landholding,broad-instruct,42,16,gate_proj,base_model.model.model.layers.16.mlp.gate_proj,0.07009,0.881232,0.772908,0.000551,0.497631,0.524429,1.841656,3.427999,0.029106,1.86182
graft_proposed_loao_landholding,broad-instruct,42,17,o_proj,base_model.model.model.layers.17.self_attn.o_proj,0.101855,0.39729,0.434955,0.000339,0.494675,0.536639,2.639954,1.312871,0.018855,1.328929
graft_proposed_loao_landholding,broad-instruct,42,18,q_proj,base_model.model.model.layers.18.self_attn.q_proj,0.084344,0.512976,0.478314,0.000419,0.494033,0.529857,3.490577,1.576806,0.02197,1.684429
graft_proposed_loao_landholding,broad-instruct,42,18,v_proj,base_model.model.model.layers.18.self_attn.v_proj,0.104288,0.351034,0.406322,0.000492,0.493408,0.537322,1.499659,0.829269,0.021217,1.553614
graft_proposed_loao_landholding,broad-instruct,42,18,up_proj,base_model.model.model.layers.18.mlp.up_proj,0.083125,0.895407,0.814879,0.000369,0.498386,0.529082,2.394816,2.648499,0.023256,2.007775
graft_proposed_loao_landholding,broad-instruct,42,19,down_proj,base_model.model.model.layers.19.mlp.down_proj,0.147131,0.321615,0.362299,0.000159,0.494681,0.554446,2.241001,1.472489,0.013349,1.285073
graft_proposed_loao_landholding,broad-instruct,42,20,k_proj,base_model.model.model.layers.20.self_attn.k_proj,0.090329,0.345246,0.414173,0.000617,0.489144,0.531812,1.568683,0.771732,0.023182,1.530346
graft_proposed_loao_landholding,broad-instruct,42,20,gate_proj,base_model.model.model.layers.20.mlp.gate_proj,0.103318,0.514842,0.462921,0.000317,0.49658,0.537346,1.580493,2.346576,0.020776,1.733339
graft_proposed_loao_landholding,broad-instruct,42,21,q_proj,base_model.model.model.layers.21.self_attn.q_proj,0.123682,0.286652,0.270978,0.000254,0.490995,0.544525,3.281874,1.084422,0.014682,1.797136
graft_proposed_loao_landholding,broad-instruct,42,21,o_proj,base_model.model.model.layers.21.self_attn.o_proj,0.143897,0.219811,0.238652,0.000215,0.491874,0.552766,2.553733,0.909778,0.013472,1.271618
graft_proposed_loao_landholding,broad-instruct,42,22,v_proj,base_model.model.model.layers.22.self_attn.v_proj,0.147887,0.253266,0.285405,0.000288,0.490906,0.555613,1.641895,0.523714,0.01397,1.088228
graft_proposed_loao_landholding,broad-instruct,42,22,up_proj,base_model.model.model.layers.22.mlp.up_proj,0.11856,0.526617,0.491607,0.000318,0.497652,0.542505,1.291678,2.306905,0.019762,1.689311
graft_proposed_loao_landholding,broad-instruct,42,23,q_proj,base_model.model.model.layers.23.self_attn.q_proj,0.15317,0.203959,0.194212,0.000212,0.487837,0.557608,1.607437,0.99816,0.012864,1.49502
graft_proposed_loao_landholding,broad-instruct,42,23,k_proj,base_model.model.model.layers.23.self_attn.k_proj,0.152575,0.168553,0.198843,0.000317,0.486645,0.555788,2.261309,0.428475,0.012677,1.542221
graft_proposed_loao_landholding,broad-instruct,42,23,v_proj,base_model.model.model.layers.23.self_attn.v_proj,0.153396,0.238661,0.267602,0.000276,0.489156,0.558321,1.536439,0.513416,0.01345,1.183724
graft_proposed_loao_landholding,broad-instruct,42,23,o_proj,base_model.model.model.layers.23.self_attn.o_proj,0.17688,0.186226,0.199204,0.000219,0.492483,0.566297,1.250186,0.933953,0.013069,1.221783
graft_proposed_loao_landholding,broad-instruct,42,23,gate_proj,base_model.model.model.layers.23.mlp.gate_proj,0.107158,0.487453,0.452213,0.000616,0.496918,0.538653,1.117471,3.016154,0.025342,1.379312
graft_proposed_loao_landholding,broad-instruct,42,23,up_proj,base_model.model.model.layers.23.mlp.up_proj,0.119456,0.429438,0.39662,0.000339,0.497937,0.543711,1.257998,2.39583,0.020459,1.147298
graft_proposed_loao_landholding,broad-instruct,42,23,down_proj,base_model.model.model.layers.23.mlp.down_proj,0.180392,0.315003,0.333477,0.000178,0.494854,0.566756,1.180162,1.534241,0.013557,1.088726
graft_proposed_loao_social_group,broad-instruct,42,0,down_proj,base_model.model.model.layers.0.mlp.down_proj,0.147364,0.500273,0.548104,0.000152,0.496992,0.55394,3.110985,1.447296,0.012653,1.812056
graft_proposed_loao_social_group,broad-instruct,42,1,k_proj,base_model.model.model.layers.1.self_attn.k_proj,0.120967,0.302154,0.37212,0.000328,0.488811,0.543854,4.393131,0.541041,0.015059,2.144866
graft_proposed_loao_social_group,broad-instruct,42,1,gate_proj,base_model.model.model.layers.1.mlp.gate_proj,0.113367,0.225846,0.207406,0.000253,0.4657,0.552931,1.546615,1.519881,0.013512,1.401185
graft_proposed_loao_social_group,broad-instruct,42,2,q_proj,base_model.model.model.layers.2.self_attn.q_proj,0.109981,0.466511,0.456472,0.000289,0.494006,0.538253,3.524051,1.202934,0.016847,2.483766
graft_proposed_loao_social_group,broad-instruct,42,2,o_proj,base_model.model.model.layers.2.self_attn.o_proj,0.127817,0.377383,0.399151,0.000248,0.494512,0.5463,3.119299,1.049927,0.014636,1.756272
graft_proposed_loao_social_group,broad-instruct,42,3,up_proj,base_model.model.model.layers.3.mlp.up_proj,0.083054,0.608793,0.570253,0.000528,0.489326,0.535359,1.412562,2.217374,0.024363,1.680112
graft_proposed_loao_social_group,broad-instruct,42,4,v_proj,base_model.model.model.layers.4.self_attn.v_proj,0.110463,0.353369,0.426152,0.000376,0.493547,0.540573,2.812852,0.686577,0.017519,1.953777
graft_proposed_loao_social_group,broad-instruct,42,4,gate_proj,base_model.model.model.layers.4.mlp.gate_proj,0.1317,0.410624,0.363533,0.000265,0.494284,0.545785,1.260232,2.852751,0.018483,1.869019
graft_proposed_loao_social_group,broad-instruct,42,4,down_proj,base_model.model.model.layers.4.mlp.down_proj,0.118112,0.576578,0.630629,0.000193,0.497811,0.540632,3.453415,1.59578,0.015692,1.799716
graft_proposed_loao_social_group,broad-instruct,42,5,k_proj,base_model.model.model.layers.5.self_attn.k_proj,0.078199,0.428445,0.538102,0.000631,0.493601,0.526628,1.915222,0.904906,0.025028,2.116425
graft_proposed_loao_social_group,broad-instruct,42,5,o_proj,base_model.model.model.layers.5.self_attn.o_proj,0.092303,0.49857,0.53005,0.000346,0.496914,0.532041,3.181309,1.440908,0.020222,1.983103
graft_proposed_loao_social_group,broad-instruct,42,6,q_proj,base_model.model.model.layers.6.self_attn.q_proj,0.082771,0.684468,0.664661,0.000448,0.496329,0.528876,2.169841,1.769028,0.023709,2.157268
graft_proposed_loao_social_group,broad-instruct,42,7,up_proj,base_model.model.model.layers.7.mlp.up_proj,0.084868,0.958301,0.886158,0.000432,0.498672,0.52978,2.146119,2.557341,0.023238,2.343778
graft_proposed_loao_social_group,broad-instruct,42,8,gate_proj,base_model.model.model.layers.8.mlp.gate_proj,0.092975,0.793511,0.706043,0.000267,0.497152,0.532368,6.28609,2.483424,0.019824,3.364641
graft_proposed_loao_social_group,broad-instruct,42,8,down_proj,base_model.model.model.layers.8.mlp.down_proj,0.124585,0.498439,0.562121,0.000193,0.497007,0.545373,5.489972,1.656022,0.014661,2.320438
graft_proposed_loao_social_group,broad-instruct,42,9,k_proj,base_model.model.model.layers.9.self_attn.k_proj,0.091332,0.445191,0.525922,0.000562,0.489807,0.533128,1.642865,0.806579,0.022636,1.639813
graft_proposed_loao_social_group,broad-instruct,42,9,v_proj,base_model.model.model.layers.9.self_attn.v_proj,0.108486,0.302616,0.37552,0.000389,0.492865,0.540886,1.816808,0.794531,0.018926,1.40628
graft_proposed_loao_social_group,broad-instruct,42,9,o_proj,base_model.model.model.layers.9.self_attn.o_proj,0.093113,0.484793,0.518915,0.000398,0.495742,0.532593,1.764073,1.616375,0.021923,1.602872
graft_proposed_loao_social_group,broad-instruct,42,10,q_proj,base_model.model.model.layers.10.self_attn.q_proj,0.079196,0.707676,0.679347,0.000436,0.495606,0.527345,4.854572,1.688895,0.02299,2.144495
graft_proposed_loao_social_group,broad-instruct,42,10,up_proj,base_model.model.model.layers.10.mlp.up_proj,0.075177,1.411528,1.332065,0.000384,0.499211,0.525134,5.656784,2.679025,0.024338,2.619379
graft_proposed_loao_social_group,broad-instruct,42,12,gate_proj,base_model.model.model.layers.12.mlp.gate_proj,0.074515,0.958571,0.848625,0.000432,0.497767,0.525825,2.796133,3.245138,0.025975,2.188342
graft_proposed_loao_social_group,broad-instruct,42,12,down_proj,base_model.model.model.layers.12.mlp.down_proj,0.106559,0.632398,0.712427,0.000249,0.497403,0.538706,4.343071,1.99966,0.017617,1.596223
graft_proposed_loao_social_group,broad-instruct,42,13,k_proj,base_model.model.model.layers.13.self_attn.k_proj,0.072428,0.472676,0.604725,0.0007,0.49227,0.525428,2.312364,0.928632,0.025546,1.72875
graft_proposed_loao_social_group,broad-instruct,42,13,v_proj,base_model.model.model.layers.13.self_attn.v_proj,0.079744,0.440806,0.534786,0.000593,0.495107,0.529715,2.138337,1.038381,0.025473,1.419364
graft_proposed_loao_social_group,broad-instruct,42,13,o_proj,base_model.model.model.layers.13.self_attn.o_proj,0.079797,0.603902,0.646479,0.000423,0.496307,0.526953,3.185269,1.707438,0.023754,1.587478
graft_proposed_loao_social_group,broad-instruct,42,14,q_proj,base_model.model.model.layers.14.self_attn.q_proj,0.06542,0.781623,0.738497,0.000642,0.496335,0.521931,1.923766,2.247174,0.030486,1.847218
graft_proposed_loao_social_group,broad-instruct,42,14,up_proj,base_model.model.model.layers.14.mlp.up_proj,0.070007,1.305906,1.201892,0.000507,0.499214,0.524761,2.215507,3.233038,0.027962,2.263875
graft_proposed_loao_social_group,broad-instruct,42,15,down_proj,base_model.model.model.layers.15.mlp.down_proj,0.106418,0.558823,0.630667,0.000262,0.49698,0.537938,2.308585,2.061244,0.01842,1.499885
graft_proposed_loao_social_group,broad-instruct,42,16,k_proj,base_model.model.model.layers.16.self_attn.k_proj,0.07346,0.650011,0.76044,0.000862,0.49211,0.526657,2.032639,0.95232,0.026955,1.480095
graft_proposed_loao_social_group,broad-instruct,42,16,gate_proj,base_model.model.model.layers.16.mlp.gate_proj,0.072031,0.900044,0.791117,0.000512,0.497453,0.525191,2.136507,3.270582,0.02777,2.050783
graft_proposed_loao_social_group,broad-instruct,42,17,o_proj,base_model.model.model.layers.17.self_attn.o_proj,0.099517,0.433501,0.470786,0.000341,0.495036,0.535695,2.934002,1.35549,0.019467,1.55385
graft_proposed_loao_social_group,broad-instruct,42,18,q_proj,base_model.model.model.layers.18.self_attn.q_proj,0.082173,0.524519,0.491629,0.000437,0.494208,0.529022,3.322459,1.614046,0.022489,1.761886
graft_proposed_loao_social_group,broad-instruct,42,18,v_proj,base_model.model.model.layers.18.self_attn.v_proj,0.10396,0.366003,0.423769,0.000448,0.493374,0.537087,1.864359,0.775647,0.019845,1.438423
graft_proposed_loao_social_group,broad-instruct,42,18,up_proj,base_model.model.model.layers.18.mlp.up_proj,0.083487,0.82873,0.751005,0.000416,0.49851,0.52924,1.787682,2.797923,0.024568,2.361975
graft_proposed_loao_social_group,broad-instruct,42,19,down_proj,base_model.model.model.layers.19.mlp.down_proj,0.149469,0.312279,0.35329,0.000153,0.495083,0.555366,2.886689,1.433971,0.013,1.320055
graft_proposed_loao_social_group,broad-instruct,42,20,k_proj,base_model.model.model.layers.20.self_attn.k_proj,0.093491,0.34413,0.412521,0.000514,0.488925,0.532964,2.333307,0.657907,0.019763,1.675393
graft_proposed_loao_social_group,broad-instruct,42,20,gate_proj,base_model.model.model.layers.20.mlp.gate_proj,0.094639,0.567382,0.510005,0.000405,0.496812,0.534157,1.558811,2.602643,0.023043,1.59125
graft_proposed_loao_social_group,broad-instruct,42,21,q_proj,base_model.model.model.layers.21.self_attn.q_proj,0.12171,0.303826,0.288897,0.000253,0.4909,0.543759,2.64599,1.11296,0.015069,1.938393
graft_proposed_loao_social_group,broad-instruct,42,21,o_proj,base_model.model.model.layers.21.self_attn.o_proj,0.134215,0.241395,0.261231,0.000254,0.4926,0.548674,1.738084,1.029881,0.015251,1.478193
graft_proposed_loao_social_group,broad-instruct,42,22,v_proj,base_model.model.model.layers.22.self_attn.v_proj,0.135986,0.270138,0.305199,0.000316,0.491304,0.550696,1.764366,0.570087,0.015207,1.384799
graft_proposed_loao_social_group,broad-instruct,42,22,up_proj,base_model.model.model.layers.22.mlp.up_proj,0.113879,0.492036,0.456278,0.000365,0.497725,0.540659,1.297056,2.418912,0.020721,1.299108
graft_proposed_loao_social_group,broad-instruct,42,23,q_proj,base_model.model.model.layers.23.self_attn.q_proj,0.152184,0.212503,0.202599,0.0002,0.488063,0.557146,2.588568,0.93131,0.012002,1.581082
graft_proposed_loao_social_group,broad-instruct,42,23,k_proj,base_model.model.model.layers.23.self_attn.k_proj,0.137245,0.198875,0.232421,0.000356,0.487883,0.549329,1.843655,0.494669,0.014636,1.452346
graft_proposed_loao_social_group,broad-instruct,42,23,v_proj,base_model.model.model.layers.23.self_attn.v_proj,0.159392,0.26477,0.290891,0.000276,0.487949,0.560843,1.416622,0.513348,0.013449,1.156048
graft_proposed_loao_social_group,broad-instruct,42,23,o_proj,base_model.model.model.layers.23.self_attn.o_proj,0.164032,0.244948,0.25811,0.000246,0.493212,0.560869,1.261988,1.00005,0.013994,1.172486
graft_proposed_loao_social_group,broad-instruct,42,23,gate_proj,base_model.model.model.layers.23.mlp.gate_proj,0.107323,0.441537,0.402428,0.000613,0.49718,0.538713,1.151643,2.973456,0.024984,1.285685
graft_proposed_loao_social_group,broad-instruct,42,23,up_proj,base_model.model.model.layers.23.mlp.up_proj,0.111587,0.486411,0.453467,0.000972,0.497989,0.540479,1.068366,3.156325,0.026953,1.307563
graft_proposed_loao_social_group,broad-instruct,42,23,down_proj,base_model.model.model.layers.23.mlp.down_proj,0.185304,0.320477,0.337396,0.000212,0.494279,0.568537,1.101805,1.663549,0.014699,1.231129
graft_proposed_qlora_nf4,broad-instruct,42,0,down_proj,base_model.model.model.layers.0.mlp.down_proj,0.09379,0.785438,0.855829,0.000348,0.498278,0.532977,2.04072,2.454766,0.02146,1.541759
graft_proposed_qlora_nf4,broad-instruct,42,1,k_proj,base_model.model.model.layers.1.self_attn.k_proj,0.083554,0.417302,0.514157,0.000519,0.492545,0.529822,4.116761,0.810956,0.022572,1.709273
graft_proposed_qlora_nf4,broad-instruct,42,1,gate_proj,base_model.model.model.layers.1.mlp.gate_proj,0.067886,0.424836,0.393003,0.000551,0.480314,0.530251,1.427742,2.675019,0.023781,1.418049
graft_proposed_qlora_nf4,broad-instruct,42,2,q_proj,base_model.model.model.layers.2.self_attn.q_proj,0.078018,0.645477,0.626742,0.000456,0.495962,0.526391,3.561861,1.718499,0.024067,2.356153
graft_proposed_qlora_nf4,broad-instruct,42,2,o_proj,base_model.model.model.layers.2.self_attn.o_proj,0.084495,0.534744,0.565167,0.000485,0.496466,0.52982,1.58476,1.807144,0.025192,1.56916
graft_proposed_qlora_nf4,broad-instruct,42,3,up_proj,base_model.model.model.layers.3.mlp.up_proj,0.05316,0.93953,0.881589,0.002816,0.493223,0.523201,1.294385,3.911549,0.042977,1.557025
graft_proposed_qlora_nf4,broad-instruct,42,4,v_proj,base_model.model.model.layers.4.self_attn.v_proj,0.070485,0.511242,0.628489,0.000606,0.496501,0.52542,2.725401,1.068147,0.027255,1.741767
graft_proposed_qlora_nf4,broad-instruct,42,4,gate_proj,base_model.model.model.layers.4.mlp.gate_proj,0.075593,0.58996,0.512408,0.001184,0.496456,0.525857,1.14252,5.585889,0.036192,1.629806
graft_proposed_qlora_nf4,broad-instruct,42,4,down_proj,base_model.model.model.layers.4.mlp.down_proj,0.074075,0.957815,1.04583,0.000421,0.498616,0.524524,3.239043,2.608521,0.025651,1.536668
graft_proposed_qlora_nf4,broad-instruct,42,5,k_proj,base_model.model.model.layers.5.self_attn.k_proj,0.059845,0.614104,0.76491,0.000784,0.495825,0.520225,4.709664,1.116681,0.030886,1.860236
graft_proposed_qlora_nf4,broad-instruct,42,5,o_proj,base_model.model.model.layers.5.self_attn.o_proj,0.060828,0.7623,0.805349,0.000699,0.498008,0.520852,2.066755,2.342985,0.032882,1.632464
graft_proposed_qlora_nf4,broad-instruct,42,6,q_proj,base_model.model.model.layers.6.self_attn.q_proj,0.059205,1.003568,0.976476,0.000667,0.497404,0.520415,3.602237,2.350408,0.031501,2.133036
graft_proposed_qlora_nf4,broad-instruct,42,7,up_proj,base_model.model.model.layers.7.mlp.up_proj,0.060353,1.37458,1.271269,0.00146,0.499067,0.521047,1.807777,3.763127,0.034195,2.366868
graft_proposed_qlora_nf4,broad-instruct,42,8,gate_proj,base_model.model.model.layers.8.mlp.gate_proj,0.065536,1.148299,1.021893,0.000467,0.497984,0.522527,6.944015,3.533481,0.028206,3.013197
graft_proposed_qlora_nf4,broad-instruct,42,8,down_proj,base_model.model.model.layers.8.mlp.down_proj,0.076108,0.826196,0.926883,0.000407,0.498258,0.527019,4.536506,2.764184,0.024471,2.012071
graft_proposed_qlora_nf4,broad-instruct,42,9,k_proj,base_model.model.model.layers.9.self_attn.k_proj,0.058345,0.681641,0.81445,0.001182,0.493656,0.520918,1.340947,1.417609,0.039785,1.848912
graft_proposed_qlora_nf4,broad-instruct,42,9,v_proj,base_model.model.model.layers.9.self_attn.v_proj,0.068307,0.524489,0.633756,0.000802,0.495176,0.525601,1.666311,1.302628,0.031029,1.38412
graft_proposed_qlora_nf4,broad-instruct,42,9,o_proj,base_model.model.model.layers.9.self_attn.o_proj,0.064728,0.691147,0.742211,0.000588,0.496978,0.522234,4.133305,2.151205,0.029178,1.75958
graft_proposed_qlora_nf4,broad-instruct,42,10,q_proj,base_model.model.model.layers.10.self_attn.q_proj,0.049464,1.201428,1.158754,0.000917,0.49723,0.516935,2.780639,2.835063,0.038592,1.872849
graft_proposed_qlora_nf4,broad-instruct,42,10,up_proj,base_model.model.model.layers.10.mlp.up_proj,0.050718,2.082375,1.964275,0.000858,0.499464,0.516612,4.265173,4.03657,0.036671,2.772716
graft_proposed_qlora_nf4,broad-instruct,42,12,gate_proj,base_model.model.model.layers.12.mlp.gate_proj,0.048851,1.468887,1.303977,0.001042,0.498514,0.516827,2.218545,5.049912,0.04042,2.211459
graft_proposed_qlora_nf4,broad-instruct,42,12,down_proj,base_model.model.model.layers.12.mlp.down_proj,0.061165,1.077108,1.207492,0.000797,0.498614,0.521944,1.935706,3.786149,0.033357,1.517331
graft_proposed_qlora_nf4,broad-instruct,42,13,k_proj,base_model.model.model.layers.13.self_attn.k_proj,0.045218,0.882785,1.079487,0.001417,0.495225,0.515905,2.318383,1.517617,0.041749,1.538624
graft_proposed_qlora_nf4,broad-instruct,42,13,v_proj,base_model.model.model.layers.13.self_attn.v_proj,0.059351,0.719605,0.842186,0.000939,0.496116,0.522364,1.970718,1.458349,0.035775,1.475907
graft_proposed_qlora_nf4,broad-instruct,42,13,o_proj,base_model.model.model.layers.13.self_attn.o_proj,0.051158,0.960393,1.024326,0.000903,0.497727,0.516734,2.433638,2.793617,0.038865,1.340685
graft_proposed_qlora_nf4,broad-instruct,42,14,q_proj,base_model.model.model.layers.14.self_attn.q_proj,0.044279,1.224719,1.152896,0.001063,0.497742,0.514636,2.954539,3.138872,0.042583,1.765091
graft_proposed_qlora_nf4,broad-instruct,42,14,up_proj,base_model.model.model.layers.14.mlp.up_proj,0.048053,1.858006,1.696841,0.001036,0.499442,0.51704,2.819593,4.561056,0.039448,2.388445
graft_proposed_qlora_nf4,broad-instruct,42,15,down_proj,base_model.model.model.layers.15.mlp.down_proj,0.05893,0.975384,1.088945,0.000923,0.49844,0.520486,1.718159,4.029464,0.036008,1.237802
graft_proposed_qlora_nf4,broad-instruct,42,16,k_proj,base_model.model.model.layers.16.self_attn.k_proj,0.046816,0.838239,0.999764,0.001631,0.495344,0.517159,1.902885,1.508529,0.042698,1.570406
graft_proposed_qlora_nf4,broad-instruct,42,16,gate_proj,base_model.model.model.layers.16.mlp.gate_proj,0.048979,1.300149,1.145528,0.001169,0.498348,0.516969,1.875231,4.966226,0.042167,1.868673
graft_proposed_qlora_nf4,broad-instruct,42,17,o_proj,base_model.model.model.layers.17.self_attn.o_proj,0.062378,0.672317,0.734795,0.00066,0.497057,0.522079,2.304003,2.236988,0.032126,1.402762
graft_proposed_qlora_nf4,broad-instruct,42,18,q_proj,base_model.model.model.layers.18.self_attn.q_proj,0.056332,0.781084,0.730877,0.000763,0.496261,0.519759,3.872938,2.348069,0.032716,1.771057
graft_proposed_qlora_nf4,broad-instruct,42,18,v_proj,base_model.model.model.layers.18.self_attn.v_proj,0.073568,0.499112,0.580883,0.00069,0.495567,0.525561,1.737565,1.11305,0.028477,1.379851
graft_proposed_qlora_nf4,broad-instruct,42,18,up_proj,base_model.model.model.layers.18.mlp.up_proj,0.059871,1.152425,1.037251,0.00064,0.498983,0.520779,2.859921,3.689564,0.032398,1.954639
graft_proposed_qlora_nf4,broad-instruct,42,19,down_proj,base_model.model.model.layers.19.mlp.down_proj,0.090884,0.600193,0.665139,0.000419,0.497283,0.532475,1.599451,2.644344,0.023973,1.155948
graft_proposed_qlora_nf4,broad-instruct,42,20,k_proj,base_model.model.model.layers.20.self_attn.k_proj,0.068649,0.449683,0.539636,0.00086,0.492264,0.52361,1.719634,0.970221,0.029144,1.714893
graft_proposed_qlora_nf4,broad-instruct,42,20,gate_proj,base_model.model.model.layers.20.mlp.gate_proj,0.064924,0.803794,0.725014,0.001039,0.497826,0.523354,1.356162,4.117944,0.036459,1.580137
graft_proposed_qlora_nf4,broad-instruct,42,21,q_proj,base_model.model.model.layers.21.self_attn.q_proj,0.087001,0.473462,0.451469,0.000422,0.49353,0.530284,2.705529,1.601266,0.02168,1.745085
graft_proposed_qlora_nf4,broad-instruct,42,21,o_proj,base_model.model.model.layers.21.self_attn.o_proj,0.091063,0.401717,0.432951,0.000391,0.495464,0.532152,2.086355,1.506698,0.022311,1.282544
graft_proposed_qlora_nf4,broad-instruct,42,22,v_proj,base_model.model.model.layers.22.self_attn.v_proj,0.100358,0.395394,0.441845,0.000483,0.494378,0.536697,1.529558,0.820591,0.02189,1.265382
graft_proposed_qlora_nf4,broad-instruct,42,22,up_proj,base_model.model.model.layers.22.mlp.up_proj,0.08635,0.624952,0.579271,0.000912,0.498296,0.530141,1.220653,3.404043,0.02916,1.403168
graft_proposed_qlora_nf4,broad-instruct,42,23,q_proj,base_model.model.model.layers.23.self_attn.q_proj,0.09763,0.352495,0.33819,0.00038,0.492885,0.535107,1.835235,1.550236,0.019979,1.298243
graft_proposed_qlora_nf4,broad-instruct,42,23,k_proj,base_model.model.model.layers.23.self_attn.k_proj,0.095469,0.285961,0.336402,0.000592,0.491831,0.533481,2.046145,0.715264,0.021162,1.511294
